Nachname;Vorname;Strasse;Postleitzahl;Ort;Telefonnummer;Handynummer;Geburtsdatum;Email
Keller;Julia;Birkenweg 56;9400;Freiburg;0448094381;0797978535;1960-01-31;Julia.Keller@example.com
Brunner;Lena;Feldstrasse 96;9050;Sitten;0442066085;0791310176;1987-09-18;Lena.Brunner@gmail.com
Müller;Nina;Schulstrasse 34;9000;Lugano;0446569362;0798041878;1983-06-07;Nina.Müller@mail.com
Roth;Maria;Bahnhofstrasse 8;9300;Genf;0447604237;0792655207;1995-09-15;Maria.Roth@gmail.com
Schmid;Laura;Hauptstrasse 47;6003;St. Gallen;0448234304;0793543120;1999-06-20;Laura.Schmid@gmail.com
Wenger;Katja;Alpenblick 22;9400;Genf;0446569362;0793269976;1973-04-20;Katja.Wenger@gmail.com
Müller;Felix;Seestrasse 10;9400;Luzern;0446807371;0795354193;1983-07-28;Felix.Müller@example.com
Fischer;Peter;Brunnenstrasse 90;8304;Sitten;0445735778;0793269976;1989-08-14;Peter.Fischer@yahoo.com
Baumann;Simon;Weidstrasse 22;3000;Luzern;0441353442;0794957977;1975-11-10;Simon.Baumann@example.com
Schmid;Anna;Hauptstrasse 97;3000;Lugano;0449789370;0794286787;1975-11-07;Anna.Schmid@gmail.com
Roth;Katja;Seestrasse 33;8400;Thun;0446807371;0791556601;1974-06-18;Katja.Roth@mail.com
Marti;Markus;Feldstrasse 68;8001;Schaffhausen;0446062912;0797346559;1968-02-03;Markus.Marti@yahoo.com
Weber;Simon;Poststrasse 56;3000;Baden;0442059596;0795980038;1989-04-18;Simon.Weber@yahoo.com
Steiner;Maria;Bahnhofstrasse 94;8500;Bern;0447043886;0791954558;1960-05-06;Maria.Steiner@yahoo.com
Baumann;Peter;Seestrasse 59;8001;Bern;0446062912;0797186919;1967-09-08;Peter.Baumann@web.de
Lehmann;Lena;Rosenweg 20;6300;Schaffhausen;0443352937;0798551915;1997-02-17;Lena.Lehmann@gmail.com
Keller;Sandra;Lindenweg 9;7000;Winterthur;0445519479;0799535881;1971-11-12;Sandra.Keller@gmail.com
Keller;Michaela;Feldstrasse 50;8400;Biel;0445198625;0792169562;1982-04-30;Michaela.Keller@example.com
Kunz;Michaela;Ringstrasse 29;8001;Lugano;0448033486;0797788905;1985-06-20;Michaela.Kunz@mail.com
Gerber;Markus;Sonnenweg 54;8002;Solothurn;0447965858;0796087818;1979-11-30;Markus.Gerber@mail.com
Brunner;David;Hauptstrasse 48;6300;Lugano;0442217112;0793475351;1981-10-05;David.Brunner@web.de
Steiner;Maria;Rosenweg 36;6003;Zug;0443352937;0796415432;1959-01-27;Maria.Steiner@mail.com
Lehmann;Julia;Bergstrasse 33;8500;Basel;0448590960;0798188691;1983-09-30;Julia.Lehmann@mail.com
Brunner;Anna;Birkenweg 15;8002;Zürich;0445198625;0791826680;1989-11-17;Anna.Brunner@mail.com
Marti;Thomas;Rosenweg 39;6300;Baden;0449833678;0797526210;2000-02-21;Thomas.Marti@yahoo.com
Baumann;Nina;Dorfstrasse 69;4001;Luzern;0449656653;0795980038;1972-07-08;Nina.Baumann@example.com
Keller;Daniel;Talstrasse 36;3000;Schaffhausen;0448374138;0799644823;1984-11-29;Daniel.Keller@mail.com
Zürcher;Thomas;Lindenweg 6;1000;Lausanne;0442744320;0794826697;1950-07-25;Thomas.Zürcher@yahoo.com
Sutter;Maria;Bahnhofstrasse 53;3000;Baden;0441651055;0794729837;1953-02-08;Maria.Sutter@gmail.com
Bachmann;Julia;Bergstrasse 87;9400;Lausanne;0442976598;0793475351;1981-08-08;Julia.Bachmann@yahoo.com
Maurer;Anna;Bahnhofstrasse 40;8500;Schaffhausen;0449429709;0792181625;1951-03-04;Anna.Maurer@yahoo.com
Weber;Laura;Wiesenweg 5;8001;St. Gallen;0442302770;0792915444;1950-05-07;Laura.Weber@web.de
Steiner;Daniel;Brunnenstrasse 28;8001;Chur;0448157568;0799516577;1974-08-26;Daniel.Steiner@gmail.com
Kunz;David;Bahnhofstrasse 96;6003;Genf;0441584559;0794688034;1975-05-26;David.Kunz@gmail.com
Müller;Sandra;Bahnhofstrasse 2;9400;Winterthur;0448094381;0795597697;1997-09-23;Sandra.Müller@example.com
Steiner;Anna;Sonnenweg 37;8500;Neuenburg;0443005327;0797526210;1988-03-23;Anna.Steiner@mail.com
Weber;Thomas;Birkenweg 32;4001;Lausanne;0449833678;0792915444;1951-02-28;Thomas.Weber@example.com
Müller;Katja;Bahnhofstrasse 26;8400;Zug;0444747021;0793397566;1969-01-10;Katja.Müller@web.de
Bachmann;Julia;Schulstrasse 99;9300;Genf;0442801142;0794549941;1961-11-01;Julia.Bachmann@yahoo.com
Weber;Daniel;Bergstrasse 24;9050;Neuenburg;0449923823;0793711365;1972-03-19;Daniel.Weber@web.de
Brunner;Markus;Ringstrasse 59;8050;Bern;0445781828;0793269976;1995-10-10;Markus.Brunner@yahoo.com
Bachmann;Michaela;Sonnenweg 77;9200;Genf;0449689685;0793472043;1974-12-29;Michaela.Bachmann@gmail.com
Zürcher;Felix;Seestrasse 11;9050;Bern;0449188966;0799536333;1950-05-05;Felix.Zürcher@gmail.com
Roth;Lukas;Poststrasse 36;8001;Zug;0448234304;0798841134;1987-06-18;Lukas.Roth@yahoo.com
Schmid;Simon;Alpenblick 94;4001;Bern;0445198625;0793946715;1980-04-26;Simon.Schmid@example.com
Marti;David;Schulstrasse 53;8002;Lausanne;0444747021;0799644823;1967-06-12;David.Marti@yahoo.com
Wenger;Markus;Lindenweg 81;9000;Sitten;0448670314;0795354193;1989-08-24;Markus.Wenger@mail.com
Zürcher;Kevin;Tannenweg 25;9100;Neuenburg;0448482574;0797540509;1963-12-28;Kevin.Zürcher@gmail.com
Meier;Katja;Feldstrasse 10;7000;Lugano;0449153046;0793946715;1953-10-30;Katja.Meier@example.com
Sutter;Simon;Gartenweg 67;9100;Winterthur;0446062912;0793475351;1990-10-05;Simon.Sutter@yahoo.com
Huber;Sandra;Dorfstrasse 61;9001;Basel;0447043886;0794688034;1963-10-19;Sandra.Huber@gmail.com
Schmid;Markus;Dorfstrasse 57;9200;Thun;0443005327;0796415432;1984-05-18;Markus.Schmid@gmail.com
Fischer;Kevin;Hauptstrasse 58;3000;Genf;0445768979;0796290954;1957-12-18;Kevin.Fischer@gmail.com
Maurer;Simon;Talstrasse 16;6300;Genf;0443271584;0797740808;1980-03-10;Simon.Maurer@web.de
Lehmann;Kevin;Dorfstrasse 38;6003;Sitten;0446438065;0797978535;1973-06-11;Kevin.Lehmann@mail.com
Lehmann;Maria;Wiesenweg 31;3000;Basel;0442322425;0793472043;1993-08-31;Maria.Lehmann@mail.com
Fischer;Felix;Sonnenweg 19;9001;Genf;0441277545;0793954902;1992-12-22;Felix.Fischer@yahoo.com
Keller;Daniel;Brunnenstrasse 88;6300;Luzern;0447252363;0792181625;1950-01-11;Daniel.Keller@yahoo.com
Fischer;Markus;Schulstrasse 33;9050;Bern;0442265256;0798740150;1950-09-25;Markus.Fischer@web.de
Meier;Lena;Poststrasse 95;3000;Zürich;0448033486;0797978535;1964-01-15;Lena.Meier@yahoo.com
Roth;Laura;Wiesenweg 91;8500;St. Gallen;0449923823;0794795028;1980-05-17;Laura.Roth@mail.com
Brunner;Lukas;Bergstrasse 37;7000;Freiburg;0449923823;0791860658;1975-07-10;Lukas.Brunner@gmail.com
Wenger;Katja;Bahnhofstrasse 67;6300;Zug;0446807371;0791860658;1987-01-08;Katja.Wenger@mail.com
Bachmann;Michaela;Ringstrasse 52;3000;Schaffhausen;0445349037;0799343726;1959-07-31;Michaela.Bachmann@gmail.com
Huber;Thomas;Rosenweg 34;4001;Winterthur;0447604237;0791668239;1976-12-13;Thomas.Huber@gmail.com
Kunz;Felix;Bergstrasse 48;9200;Freiburg;0446533396;0797729364;1979-08-07;Felix.Kunz@mail.com
Meier;Lukas;Wiesenweg 52;9300;Freiburg;0444747021;0794012905;1968-01-19;Lukas.Meier@web.de
Keller;Julia;Rosenweg 74;3000;Lausanne;0449923823;0796087818;1988-01-16;Julia.Keller@gmail.com
Maurer;Lena;Weidstrasse 87;6003;Neuenburg;0442302770;0791310176;1987-07-03;Lena.Maurer@gmail.com
Fischer;Lukas;Feldstrasse 96;8500;Lausanne;0442059596;0792169562;1976-09-08;Lukas.Fischer@example.com
Fischer;Peter;Seestrasse 29;8500;Thun;0445768979;0793472043;1985-05-07;Peter.Fischer@gmail.com
Huber;Anna;Dorfstrasse 91;9300;Sitten;0442376115;0798273907;1961-07-01;Anna.Huber@example.com
Fischer;Markus;Bergstrasse 85;9200;Thun;0443005327;0794602048;1985-11-01;Markus.Fischer@gmail.com
Marti;Max;Rosenweg 91;9100;Winterthur;0442986851;0796512196;1982-04-24;Max.Marti@web.de
Lehmann;David;Weidstrasse 68;8400;Lausanne;0445781828;0791556601;1967-08-03;David.Lehmann@web.de
Baumann;Felix;Bahnhofstrasse 1;6300;Zug;0443804554;0797670330;1994-07-26;Felix.Baumann@web.de
Wenger;Nina;Schulstrasse 43;9001;Luzern;0442441713;0791129673;1965-04-29;Nina.Wenger@gmail.com
Weber;Maria;Bahnhofstrasse 60;9400;Zürich;0445768979;0791826680;1950-03-06;Maria.Weber@example.com
Müller;Anna;Talstrasse 33;6003;Lausanne;0444295640;0798041878;1971-07-31;Anna.Müller@gmail.com
Sutter;Sophie;Birkenweg 77;8400;Luzern;0442302770;0792225391;1971-09-21;Sophie.Sutter@mail.com
Meier;Katja;Sonnenweg 35;9200;Chur;0447975858;0797186919;1986-05-11;Katja.Meier@web.de
Müller;Laura;Lindenweg 29;8400;Neuenburg;0443352937;0797978535;1969-04-27;Laura.Müller@yahoo.com
Steiner;David;Talstrasse 54;8001;Freiburg;0444648586;0795354193;1957-07-01;David.Steiner@mail.com
Bachmann;Lukas;Sonnenweg 58;9300;Chur;0443403090;0792655207;1960-02-27;Lukas.Bachmann@yahoo.com
Meier;Anna;Birkenweg 4;7000;Sitten;0447704715;0791731551;1960-07-11;Anna.Meier@example.com
Maurer;Sandra;Dorfstrasse 57;3000;St. Gallen;0446247475;0794795028;1959-05-29;Sandra.Maurer@web.de
Huber;Anna;Birkenweg 40;5000;Luzern;0444446643;0797765114;1993-08-20;Anna.Huber@yahoo.com
Steiner;Peter;Tannenweg 39;8001;Lausanne;0447043886;0792655207;1972-02-29;Peter.Steiner@mail.com
Gerber;Anna;Alpenblick 7;3000;Neuenburg;0442986851;0798027573;2000-10-19;Anna.Gerber@mail.com
Brunner;Peter;Gartenweg 71;6003;Zug;0445198625;0794012905;1983-08-14;Peter.Brunner@gmail.com
Huber;Anna;Bergstrasse 41;9300;Sitten;0448591306;0793571752;1979-03-11;Anna.Huber@example.com
Steiner;Sandra;Schulstrasse 78;3000;Genf;0445349037;0795980038;1982-02-18;Sandra.Steiner@yahoo.com
Schmid;Felix;Seestrasse 30;9001;St. Gallen;0441849975;0794957977;1986-02-17;Felix.Schmid@yahoo.com
Zürcher;Simon;Dorfstrasse 2;9400;Lausanne;0446958130;0794552384;1981-03-20;Simon.Zürcher@example.com
Fischer;Laura;Tannenweg 25;8002;Biel;0445349037;0793946715;1991-03-17;Laura.Fischer@example.com
Weber;Felix;Seestrasse 25;8400;St. Gallen;0442801142;0793739668;1951-11-07;Felix.Weber@example.com
Marti;Sandra;Bahnhofstrasse 92;9000;Neuenburg;0441353442;0798027573;1961-05-02;Sandra.Marti@example.com
Meier;Lukas;Talstrasse 92;8002;Schaffhausen;0445198625;0791766783;1961-04-07;Lukas.Meier@gmail.com
Gerber;Peter;Sonnenweg 85;6003;Chur;0448094381;0796785158;1954-12-31;Peter.Gerber@mail.com
Zürcher;Maria;Tannenweg 14;5000;Luzern;0447043886;0797540509;1973-08-15;Maria.Zürcher@web.de
Schmid;Daniel;Seestrasse 81;8304;Basel;0445519479;0798188691;1962-04-26;Daniel.Schmid@gmail.com
Gerber;Thomas;Poststrasse 98;5000;Thun;0448591306;0793840613;1958-03-18;Thomas.Gerber@example.com
Baumann;Thomas;Alpenblick 89;6003;Sitten;0442976598;0798740150;1979-11-14;Thomas.Baumann@yahoo.com
Müller;David;Dorfstrasse 70;8050;Luzern;0442217112;0795980038;1994-04-03;David.Müller@example.com
Brunner;Peter;Feldstrasse 43;7000;Bern;0446079100;0791129673;1977-06-18;Peter.Brunner@example.com
Weber;Thomas;Poststrasse 67;7000;Schaffhausen;0447657653;0796112895;1951-01-14;Thomas.Weber@web.de
Weber;Lukas;Birkenweg 8;8500;Genf;0445198625;0798027573;1986-10-17;Lukas.Weber@example.com
Lehmann;David;Seestrasse 14;6300;Genf;0447410655;0797923742;1950-08-06;David.Lehmann@mail.com
Roth;Laura;Lindenweg 32;9000;Luzern;0442321054;0794549941;1991-09-03;Laura.Roth@web.de
Müller;Markus;Bergstrasse 71;9000;Lugano;0447434931;0797978535;1984-12-02;Markus.Müller@web.de
Gerber;Lukas;Talstrasse 12;6300;Zürich;0446424159;0794012905;1978-10-19;Lukas.Gerber@gmail.com
Weber;Maria;Alpenblick 65;9400;St. Gallen;0445259121;0796290954;1974-08-04;Maria.Weber@yahoo.com
Meier;Katja;Brunnenstrasse 85;9200;Bern;0446807371;0794012905;1987-12-19;Katja.Meier@gmail.com
Bachmann;Sophie;Bahnhofstrasse 47;9000;Zürich;0443824648;0795114420;1978-04-18;Sophie.Bachmann@yahoo.com
Meier;Anna;Feldstrasse 53;9000;Uster;0447633856;0794795028;1985-12-13;Anna.Meier@example.com
Lehmann;David;Talstrasse 7;8001;Schaffhausen;0448145853;0795980038;1964-03-08;David.Lehmann@yahoo.com
Müller;Lukas;Schulstrasse 76;8500;Thun;0449923823;0793571752;1990-07-03;Lukas.Müller@yahoo.com
Brunner;Max;Talstrasse 25;9200;Zürich;0444648586;0796209489;1973-05-04;Max.Brunner@web.de
Schmid;David;Brunnenstrasse 68;7000;Uster;0443414722;0791282670;1998-01-25;David.Schmid@yahoo.com
Maurer;Peter;Poststrasse 38;9001;Genf;0448591306;0798841134;1971-10-03;Peter.Maurer@example.com
Steiner;Julia;Schulstrasse 5;6003;St. Gallen;0444747021;0795781113;1956-11-07;Julia.Steiner@gmail.com
Meier;Kevin;Talstrasse 79;9200;St. Gallen;0446079100;0794552384;1989-02-27;Kevin.Meier@yahoo.com
Steiner;Michaela;Lindenweg 90;7000;Baden;0445519479;0796786311;1964-12-08;Michaela.Steiner@yahoo.com
Müller;Laura;Ringstrasse 74;9001;Basel;0442217112;0797977495;1993-07-11;Laura.Müller@gmail.com
Sutter;Max;Ringstrasse 61;5000;Baden;0446677010;0798696155;1954-05-18;Max.Sutter@gmail.com
Zürcher;Laura;Schulstrasse 51;8001;Biel;0448145853;0797346559;1956-05-28;Laura.Zürcher@yahoo.com
Schmid;Sandra;Feldstrasse 17;8500;Freiburg;0448630394;0797788905;1971-05-06;Sandra.Schmid@web.de
Lehmann;Markus;Lindenweg 42;8050;Thun;0441353442;0795354193;1969-09-17;Markus.Lehmann@example.com
Baumann;Sandra;Rosenweg 10;9200;Freiburg;0448374138;0795980038;1986-11-02;Sandra.Baumann@yahoo.com
Keller;Julia;Seestrasse 5;9400;Neuenburg;0441651055;0793478279;1991-07-11;Julia.Keller@gmail.com
Huber;Michaela;Bergstrasse 96;8001;Zürich;0447975858;0796415432;1976-12-14;Michaela.Huber@web.de
Brunner;David;Ringstrasse 36;6003;Chur;0445198625;0793741172;1956-11-20;David.Brunner@yahoo.com
Keller;Daniel;Bahnhofstrasse 62;9100;Winterthur;0442059596;0798166505;1992-07-25;Daniel.Keller@web.de
Maurer;Felix;Bahnhofstrasse 98;9050;Uster;0446062912;0797923742;1989-10-16;Felix.Maurer@yahoo.com
Wenger;Max;Brunnenstrasse 45;6003;Sitten;0444853797;0797186919;1974-12-13;Max.Wenger@yahoo.com
Baumann;Simon;Wiesenweg 10;6003;Chur;0448537374;0791766783;1995-06-01;Simon.Baumann@mail.com
Gerber;Kevin;Birkenweg 95;9001;Luzern;0442441713;0795114420;1995-02-26;Kevin.Gerber@web.de
Meier;Anna;Hauptstrasse 61;6300;Biel;0442118266;0793711365;1979-12-03;Anna.Meier@mail.com
Roth;Lukas;Schulstrasse 76;8400;Genf;0449429709;0794646901;1970-11-13;Lukas.Roth@gmail.com
Wenger;Michaela;Sonnenweg 24;1000;Uster;0443271584;0798027573;1962-12-31;Michaela.Wenger@web.de
Huber;Maria;Bergstrasse 90;6003;Luzern;0448033486;0791766783;2000-04-03;Maria.Huber@web.de
Gerber;Daniel;Lindenweg 30;5000;Baden;0441353442;0793478279;1960-07-19;Daniel.Gerber@gmail.com
Fischer;Katja;Poststrasse 37;7000;Bern;0447434931;0797977495;1972-11-22;Katja.Fischer@example.com
Brunner;David;Schulstrasse 73;9001;Neuenburg;0449656653;0798166505;1973-09-19;David.Brunner@gmail.com
Bachmann;Nina;Bahnhofstrasse 33;3000;Biel;0447975858;0796087818;1976-09-15;Nina.Bachmann@gmail.com
Bachmann;Laura;Weidstrasse 10;6003;Solothurn;0446792481;0792316000;1990-05-17;Laura.Bachmann@mail.com
Kunz;David;Ringstrasse 72;5000;Genf;0445735778;0799473499;1987-12-21;David.Kunz@example.com
Lehmann;Katja;Birkenweg 24;9050;Baden;0442441713;0799516577;1999-06-03;Katja.Lehmann@gmail.com
Steiner;Kevin;Sonnenweg 83;8304;Zug;0444295640;0796786311;1999-09-09;Kevin.Steiner@mail.com
Lehmann;Katja;Bergstrasse 23;9000;Neuenburg;0443804554;0795781113;1972-08-08;Katja.Lehmann@gmail.com
Keller;Sophie;Ringstrasse 79;8400;Biel;0445781828;0794602048;1969-03-24;Sophie.Keller@example.com
Sutter;Simon;Schulstrasse 94;1000;Uster;0448569453;0797923742;1991-04-15;Simon.Sutter@example.com
Wenger;Lukas;Gartenweg 7;3000;Sitten;0442187777;0798841134;1993-01-14;Lukas.Wenger@web.de
Baumann;Markus;Bergstrasse 65;8500;Lugano;0446569362;0794646901;1978-04-10;Markus.Baumann@example.com
Müller;Simon;Feldstrasse 13;4001;Solothurn;0445349037;0798273907;1959-02-22;Simon.Müller@gmail.com
Sutter;Max;Tannenweg 37;8500;Winterthur;0443414722;0793946715;1999-01-28;Max.Sutter@gmail.com
Weber;Max;Dorfstrasse 25;9050;Winterthur;0445768979;0794686845;1989-10-09;Max.Weber@yahoo.com
Zürcher;Julia;Weidstrasse 98;8001;Zürich;0442801142;0792225391;1983-05-13;Julia.Zürcher@example.com
Weber;Peter;Schulstrasse 29;8500;Bern;0447410655;0794957977;1991-05-12;Peter.Weber@gmail.com
Marti;Kevin;Tannenweg 33;1000;Solothurn;0445768979;0796087818;1983-01-18;Kevin.Marti@example.com
Keller;Peter;Brunnenstrasse 59;9300;Winterthur;0449153006;0798742111;1996-11-08;Peter.Keller@example.com
Schmid;Laura;Feldstrasse 13;8500;Chur;0442172365;0795109693;1988-08-13;Laura.Schmid@mail.com
Zürcher;Markus;Sonnenweg 5;8002;Zürich;0448591306;0792169562;1982-07-08;Markus.Zürcher@yahoo.com
Baumann;Julia;Ringstrasse 34;8050;Sitten;0446438065;0796616369;1988-06-30;Julia.Baumann@example.com
Maurer;Laura;Wiesenweg 92;4001;Sitten;0447410655;0796415432;1975-01-25;Laura.Maurer@gmail.com
Zürcher;Michaela;Sonnenweg 56;8500;Thun;0449188966;0794686845;1999-11-04;Michaela.Zürcher@yahoo.com
Marti;Daniel;Sonnenweg 80;8001;Genf;0448145853;0797740808;1987-08-16;Daniel.Marti@web.de
Kunz;David;Talstrasse 99;9200;Bern;0442744320;0791766783;1962-08-09;David.Kunz@web.de
Gerber;Michaela;Gartenweg 59;9300;Thun;0446958130;0797765114;1990-12-25;Michaela.Gerber@web.de
Baumann;Nina;Sonnenweg 68;3000;Genf;0447657653;0797670330;1972-01-19;Nina.Baumann@gmail.com
Marti;Lena;Ringstrasse 53;9300;Uster;0446247475;0793571752;1974-11-29;Lena.Marti@yahoo.com
Fischer;Felix;Poststrasse 85;9400;Schaffhausen;0442976598;0797346559;1950-12-31;Felix.Fischer@web.de
Weber;Sandra;Wiesenweg 36;9400;Baden;0449153046;0796052063;1998-11-01;Sandra.Weber@web.de
Müller;Simon;Schulstrasse 41;8500;Sitten;0444648586;0798273907;1997-02-05;Simon.Müller@yahoo.com
Bachmann;Thomas;Talstrasse 72;5000;Uster;0445735778;0794686845;1951-10-01;Thomas.Bachmann@example.com
Müller;Sandra;Gartenweg 86;9000;Thun;0445519479;0791129673;1954-05-10;Sandra.Müller@yahoo.com
Brunner;Thomas;Dorfstrasse 1;9100;Solothurn;0446247475;0798742111;1987-06-23;Thomas.Brunner@mail.com
Kunz;David;Feldstrasse 55;7000;Basel;0443669973;0794826697;1974-05-09;David.Kunz@web.de
Maurer;Laura;Weidstrasse 47;4001;Neuenburg;0448030590;0797765114;1981-12-12;Laura.Maurer@yahoo.com
Roth;Thomas;Gartenweg 49;8002;Baden;0446247475;0793478279;1992-09-02;Thomas.Roth@yahoo.com
Keller;Sandra;Weidstrasse 13;6003;Sitten;0443352937;0792225391;1982-07-22;Sandra.Keller@example.com
Lehmann;Thomas;Hauptstrasse 44;3000;Zürich;0441025317;0791129673;1995-02-18;Thomas.Lehmann@mail.com
Marti;Michaela;Rosenweg 90;6300;Neuenburg;0447434931;0794688034;1984-06-10;Michaela.Marti@yahoo.com
Gerber;Daniel;Tannenweg 61;5000;Biel;0445735778;0796786311;1984-12-07;Daniel.Gerber@web.de
Sutter;Kevin;Birkenweg 23;8001;Luzern;0447434931;0798841134;1965-05-14;Kevin.Sutter@mail.com
Maurer;Lena;Talstrasse 93;3000;Schaffhausen;0443824648;0797923742;1970-03-15;Lena.Maurer@yahoo.com
Steiner;Anna;Weidstrasse 70;9200;Chur;0448157568;0797923742;1983-12-09;Anna.Steiner@yahoo.com
Kunz;Sandra;Weidstrasse 80;8500;Biel;0449923823;0798740150;1956-03-01;Sandra.Kunz@yahoo.com
Maurer;Daniel;Rosenweg 49;8500;Freiburg;0446424159;0795631305;1954-08-23;Daniel.Maurer@gmail.com
Zürcher;Michaela;Birkenweg 68;8001;Bern;0443352937;0798273907;1987-11-13;Michaela.Zürcher@gmail.com
Marti;David;Sonnenweg 26;5000;Chur;0446533396;0799516577;1980-05-17;David.Marti@yahoo.com
Keller;Sophie;Gartenweg 90;6003;Solothurn;0442744320;0797670330;1995-05-10;Sophie.Keller@mail.com
Gerber;Daniel;Talstrasse 12;5000;St. Gallen;0442986851;0793478279;1987-04-07;Daniel.Gerber@mail.com
Huber;Daniel;Talstrasse 80;8304;Uster;0441814027;0797923742;1990-04-03;Daniel.Huber@gmail.com
Lehmann;Lena;Lindenweg 95;9050;Zug;0449153006;0794688034;1993-10-26;Lena.Lehmann@yahoo.com
Weber;Laura;Tannenweg 35;6003;Freiburg;0448157568;0793472043;1993-04-23;Laura.Weber@mail.com
Baumann;Sandra;Feldstrasse 29;9001;Zug;0442322425;0795597697;1982-10-07;Sandra.Baumann@web.de
Steiner;Julia;Weidstrasse 9;9000;Solothurn;0446792481;0797977495;1954-11-18;Julia.Steiner@gmail.com
Lehmann;Nina;Tannenweg 85;5000;Freiburg;0449656653;0796616369;1956-08-04;Nina.Lehmann@yahoo.com
Lehmann;Max;Brunnenstrasse 19;8304;Baden;0446681362;0795114420;1973-12-29;Max.Lehmann@yahoo.com
Gerber;Kevin;Sonnenweg 58;9050;Thun;0443804554;0799535881;1970-10-02;Kevin.Gerber@yahoo.com
Marti;Max;Weidstrasse 25;3000;Genf;0442302770;0798027573;1976-10-23;Max.Marti@example.com
Müller;Maria;Weidstrasse 71;8500;Sitten;0446247475;0798740150;1984-11-17;Maria.Müller@mail.com
Huber;Simon;Birkenweg 31;8400;Chur;0448094381;0796512196;1983-09-28;Simon.Huber@gmail.com
Wenger;Julia;Rosenweg 48;9001;Lugano;0444633613;0797740808;1992-04-29;Julia.Wenger@mail.com
Marti;Peter;Wiesenweg 16;8304;Schaffhausen;0444727326;0798027573;1971-01-31;Peter.Marti@web.de
Baumann;Thomas;Wiesenweg 29;8002;Schaffhausen;0443352937;0799535881;1973-06-17;Thomas.Baumann@mail.com
Maurer;Michaela;Ringstrasse 36;9000;Solothurn;0449188966;0797186919;1964-11-21;Michaela.Maurer@mail.com
Lehmann;Julia;Rosenweg 92;8500;Lugano;0449656653;0796290954;1976-12-10;Julia.Lehmann@gmail.com
Schmid;Julia;Weidstrasse 72;9300;Zürich;0448591306;0797740808;1977-12-21;Julia.Schmid@gmail.com
Gerber;Sandra;Bergstrasse 88;1000;Baden;0446247475;0793478279;1961-10-26;Sandra.Gerber@gmail.com
Maurer;Markus;Weidstrasse 72;7000;Baden;0449188966;0799343726;1958-06-12;Markus.Maurer@example.com
Huber;Sophie;Seestrasse 31;9200;Thun;0448537374;0798696155;1978-01-20;Sophie.Huber@gmail.com
Gerber;Michaela;Bahnhofstrasse 16;7000;Chur;0446062912;0792316000;1994-12-07;Michaela.Gerber@mail.com
Kunz;Katja;Lindenweg 29;1000;Zürich;0441277545;0797670330;1967-06-29;Katja.Kunz@web.de
Gerber;Maria;Schulstrasse 38;3000;Schaffhausen;0441353442;0792141573;1995-09-12;Maria.Gerber@example.com
Fischer;Anna;Wiesenweg 70;9100;Zug;0443005313;0797788905;1985-03-20;Anna.Fischer@mail.com
Zürcher;Maria;Sonnenweg 83;5000;Zürich;0444633613;0797670330;1996-02-11;Maria.Zürcher@example.com
Meier;Maria;Ringstrasse 63;8050;St. Gallen;0443824648;0791282670;1981-12-03;Maria.Meier@example.com
Marti;Markus;Weidstrasse 12;6003;Lugano;0447965858;0798742111;1958-07-27;Markus.Marti@yahoo.com
Bachmann;Laura;Feldstrasse 8;5000;Lausanne;0446424159;0797765114;1963-04-18;Laura.Bachmann@yahoo.com
Keller;Julia;Seestrasse 47;5000;Lugano;0446958130;0799536333;2000-05-14;Julia.Keller@yahoo.com
Roth;Kevin;Bahnhofstrasse 15;8001;Chur;0448374138;0795597697;1956-11-17;Kevin.Roth@gmail.com
Maurer;Kevin;Schulstrasse 23;9100;Baden;0442144055;0797977495;1971-09-14;Kevin.Maurer@web.de
Steiner;Anna;Dorfstrasse 60;8001;Neuenburg;0449429709;0797186919;1964-11-20;Anna.Steiner@yahoo.com
Bachmann;David;Rosenweg 50;8500;Winterthur;0447965858;0799236745;1974-03-29;David.Bachmann@yahoo.com
Keller;Maria;Ringstrasse 71;9050;Zürich;0446807371;0799516577;1950-07-25;Maria.Keller@gmail.com
Keller;Thomas;Schulstrasse 16;8001;Lugano;0449833678;0794012905;1981-04-20;Thomas.Keller@mail.com
Wenger;Max;Bergstrasse 53;9000;Lugano;0449789370;0798027573;1950-05-08;Max.Wenger@example.com
Weber;Peter;Birkenweg 69;6003;Biel;0448482574;0794729837;1956-08-28;Peter.Weber@yahoo.com
Schmid;Lena;Wiesenweg 32;9400;Thun;0448670314;0796785158;1982-03-17;Lena.Schmid@example.com
Steiner;Michaela;Hauptstrasse 43;1000;Sitten;0447434931;0794826697;1987-06-23;Michaela.Steiner@web.de
Marti;Sandra;Bergstrasse 64;8001;Bern;0444853797;0797729364;1995-07-16;Sandra.Marti@yahoo.com
Baumann;Laura;Alpenblick 2;8304;Solothurn;0445104583;0798369565;1996-07-26;Laura.Baumann@yahoo.com
Weber;Laura;Tannenweg 74;4001;Genf;0444853797;0791310176;2000-12-28;Laura.Weber@example.com
Kunz;Michaela;Feldstrasse 29;9001;Lugano;0448234304;0797978535;1997-02-03;Michaela.Kunz@web.de
Huber;Anna;Tannenweg 66;8050;Freiburg;0446062912;0792225391;1964-02-04;Anna.Huber@mail.com
Kunz;Anna;Weidstrasse 33;9300;Zürich;0446062912;0797923742;1965-04-11;Anna.Kunz@example.com
